Nlihc_id,Subsidy_id,Units_Assist,POA_start,POA_end,contract_number,rent_to_fmr_description,Subsidy_Active,Subsidy_Info_Source_ID,Subsidy_Info_Source,Subsidy_Info_Source_Date,Update_Dtm,Program,Compl_end,POA_end_prev,Agency,POA_start_orig,Portfolio,Subsidy_info_source_property,POA_end_actual
NL000076,1,36,,,,,Yes,,DC/AFFPIPELINE,2/1/2008,04SEP15:08:54:57,DC housing production trust fund,,,DC,,DC housing production trust fund,,N
NL000076,2,,,,,,Yes,,DC/AFFPIPELINE,,04SEP15:08:54:57,McKinney Vento Act loan,,,DC,,McKinney Vento,,N
NL000076,3,36,11/1/1997,11/1/2027,,,Yes,98010,HUD/Insured Multifamily Mortgages,1/31/2016,01MAR16:15:34:26,Sec 542(c) HFA Risk Sharing-Existing,11/1/2027,,US Dept of Housing and Urban Development,12/1/1997,HUD-insured mortgage,8420,N
NL000077,1,406,1/1/2002,1/1/2017,,,Yes,,DC/AFFPIPELINE,,04SEP15:08:54:57,Tax exempt bond,1/1/2017,,DC,1/1/2002,Tax exempt bond,,N
NL000077,2,406,1/1/2002,12/31/2022,DC39M000053,Over 160% FMR,Yes,800215755/DC39M000053,HUD/Multifamily Assistance and Section 8 Contracts,1/29/2016,03FEB16:14:05:12,Sec 8 loan management set-aside,12/31/2022,,US Dept of Housing and Urban Development,1/1/2002,Project-based section 8,800215755,N
NL000077,3,406,1/1/2002,1/1/2032,,,Yes,,HUD/LIHTC,9/22/2011,04SEP15:08:54:57,Low income housing tax credit,1/1/2017,,DC Dept of Housing and Community Development; DC Housing Finance Agency,1/1/2002,LIHTC,,N
NL000077,4,406,5/1/2003,5/1/2043,,,No,35392,HUD/Insured Multifamily Mortgages,1/31/2016,01MAR16:15:34:26,Sec 221(d)(4) Mkt. Rate Mod Inc/Disp Fams,5/1/2043,,US Dept of Housing and Urban Development,6/1/2003,HUD-insured mortgage,6625,10/31/2012
NL000078,1,23,,,,,Yes,,DCHA Website,4/17/2007,04SEP15:08:54:57,Public housing,,,DC Housing Authority,,Public housing,,N
NL000079,1,35,,,,,Yes,,DCHA Document,2/1/2011,04SEP15:08:54:57,Public housing,,,DC Housing Authority,,Public housing,,N
NL000080,1,162,8/3/2014,8/2/2034,DC390012007,Below 80% FMR,Yes,800003698/DC390012007,HUD/Multifamily Assistance and Section 8 Contracts,1/29/2016,03FEB16:14:05:12,Sec 8 property disposition substantial rehabilitation,8/2/2034,,US Dept of Housing and Urban Development,8/3/1983,Project-based section 8,800003698,N
NL000080,2,163,3/1/2000,3/1/2030,,,Yes,,HUD/LIHTC,9/22/2011,04SEP15:08:54:57,Low income housing tax credit,3/1/2015,,DC Dept of Housing and Community Development; DC Housing Finance Agency,3/1/2000,LIHTC,,N
NL000080,3,163,4/1/2000,4/1/2015,,,Yes,,DC/AFFPIPELINE,,04SEP15:08:54:57,Tax exempt bond,4/1/2015,,DC,4/1/2000,Tax exempt bond,,N
NL000080,4,163,4/1/2000,11/1/2036,,,Yes,35380,HUD/Insured Multifamily Mortgages,1/31/2016,01MAR16:15:34:26,Sec 223(a)(7)/221(d)(4) MKT Refi/Moderate Income,11/1/2036,,US Dept of Housing and Urban Development,5/1/2000,HUD-insured mortgage,7639,N
NL000081,1,214,10/1/2004,9/30/2024,DC390017001,Below 80% FMR,Yes,800003699/DC390017001,HUD/Multifamily Assistance and Section 8 Contracts,1/29/2016,03FEB16:14:05:12,Sec 8 property disposition substantial rehabilitation,9/30/2024,,US Dept of Housing and Urban Development,10/1/2004,Project-based section 8,800003699,N
NL000081,2,214,11/4/2004,11/4/2019,,,Yes,,DCHFA,1/2/2008,04SEP15:08:54:57,Tax exempt bond,11/4/2019,,Other,11/4/2004,Tax exempt bond,,N
NL000081,3,214,1/1/2005,1/1/2035,,,Yes,,HUD/LIHTC,4/30/2009,04SEP15:08:54:57,Low income housing tax credit,1/1/2020,,DC Dept of Housing and Community Development; DC Housing Finance Agency,1/1/2005,LIHTC,,N
NL000082,1,149,5/1/1981,4/1/2021,,,Yes,,HUD - Active 202/811 Loans,10/8/2010,04SEP15:08:54:57,Sec 202/8 direct loan/elderly-handicapped,4/1/2021,,US Dept of Housing and Urban Development,5/1/1981,Section 202/811,,N
NL000082,2,149,12/5/2012,12/4/2032,DC392815201,Between 80% & 100% FMR,Yes,800003702/DC392815201,HUD/Multifamily Assistance and Section 8 Contracts,1/29/2016,03FEB16:14:05:12,Sec 202 new construction,12/4/2032,,US Dept of Housing and Urban Development,12/5/2012,Section 202/811,800003702,N
NL000083,1,185,1/1/2002,1/1/2032,,,Yes,,HUD/LIHTC,4/30/2009,04SEP15:08:54:57,Low income housing tax credit,1/1/2017,,DC Dept of Housing and Community Development; DC Housing Finance Agency,1/1/2002,LIHTC,,N
NL000083,2,182,7/1/2002,7/1/2017,,,Yes,,DC/AFFPIPELINE,,04SEP15:08:54:57,Tax exempt bond,7/1/2017,,DC,7/1/2002,Tax exempt bond,,N
NL000083,3,182,7/1/2002,7/1/2022,,,Yes,,DC/AFFPIPELINE,,04SEP15:08:54:57,Community development block grant,7/1/2022,,DC,7/1/2002,CDBG,,N
NL000083,4,182,1/1/2003,1/1/2043,,,No,98023,HUD/Insured Multifamily Mortgages,1/31/2016,01MAR16:15:34:26,Sec 542(c) HFA Risk Sharing-Existing,1/1/2043,,US Dept of Housing and Urban Development,2/1/2003,HUD-insured mortgage,7228,10/21/2013
NL000084,1,,,,,,Yes,,NLIHC Value-Added,10/1/2008,04SEP15:08:54:57,Sec 202/811 capital advance,,,Other,,Section 202/811,,N
NL000084,2,45,4/1/2015,3/31/2016,DC39S951003,Between 80% & 100% FMR,Yes,800053918/DC39S951003,HUD/Multifamily Assistance and Section 8 Contracts,1/29/2016,03FEB16:14:05:12,Sec 202 project rental assistance contract,3/31/2016,,US Dept of Housing and Urban Development,4/1/2004,Project rental assistance contract,800053918,N
NL000084,3,45,5/10/2005,5/10/2025,,,Yes,,HUD/OCPD,3/31/2007,04SEP15:08:54:57,HOME,5/10/2025,,US Dept of Housing and Urban Development,5/10/2005,HOME,,N
NL000085,1,61,,,,,Yes,,DC/HSNGDAT,5/1/2008,04SEP15:08:54:57,Community development block grant,,,DC,,CDBG,,N
NL000085,2,61,,,,,Yes,,DC/HFAPIPELINE,1/2/2008,04SEP15:08:54:57,DC housing production trust fund,,,DC,,DC housing production trust fund,,N
NL000085,3,61,,,,,Yes,,DC/HSNGDAT,5/1/2008,04SEP15:08:54:57,Low income housing tax credit,,,DC Dept of Housing and Community Development; DC Housing Finance Agency,,LIHTC,,N
NL000085,4,61,,,,,Yes,,DC/HSNGDAT,5/1/2008,04SEP15:08:54:57,Tax exempt bond,,,DC,,Tax exempt bond,,N
NL000087,1,6,1/1/1995,1/1/2025,,,No,,HUD/LIHTC,3/3/2006,04SEP15:08:54:57,Low income housing tax credit,1/1/2010,,DC Dept of Housing and Community Development; DC Housing Finance Agency,1/1/1995,LIHTC,,U
NL000089,1,42,,,,,Yes,,DC/AFFPIPELINE,,04SEP15:08:54:57,Community development block grant,,,DC,,CDBG,,N
NL000089,2,42,1/1/1999,1/1/2029,,,Yes,,HUD/LIHTC,9/22/2011,04SEP15:08:54:57,Low income housing tax credit,1/1/2014,,DC Dept of Housing and Community Development; DC Housing Finance Agency,1/1/1999,LIHTC,,N
NL000091,1,114,11/1/2014,10/31/2034,DC39E000004,Between 101% & 120% FMR,Yes,800003705/DC39E000004,HUD/Multifamily Assistance and Section 8 Contracts,1/29/2016,03FEB16:14:05:12,Sec 8 property disposition existing,10/31/2034,,US Dept of Housing and Urban Development,9/29/1995,Project-based section 8,800003705,N
NL000091,2,26,5/10/2005,5/10/2015,,,Yes,,HUD/OCPD,3/31/2007,04SEP15:08:54:57,HOME,5/10/2015,,US Dept of Housing and Urban Development,5/10/2005,HOME,,N
NL000092,1,382,1/1/2002,1/1/2032,,,Yes,,HUD/LIHTC,9/22/2011,04SEP15:08:54:57,Low income housing tax credit,1/1/2017,,DC Dept of Housing and Community Development; DC Housing Finance Agency,1/1/2002,LIHTC,,N
NL000092,2,103,2/1/2002,1/31/2022,DC39M000031,Between 121% & 130% FMR,Yes,800003706/DC39M000031,HUD/Multifamily Assistance and Section 8 Contracts,1/29/2016,03FEB16:14:05:12,Sec 8 loan management set-aside,1/31/2022,,US Dept of Housing and Urban Development,2/1/2002,Project-based section 8,800003706,N
NL000092,3,258,8/1/2003,8/1/2043,,,No,35391,HUD/Insured Multifamily Mortgages,1/31/2016,01MAR16:15:34:26,Sec 221(d)(4) Mkt. Rate Mod Inc/Disp Fams,8/1/2043,,US Dept of Housing and Urban Development,9/1/2003,HUD-insured mortgage,6623,5/15/2014
NL000093,1,6,2/24/2005,2/24/2010,,,Yes,,HUD/OCPD,3/31/2007,04SEP15:08:54:57,HOME,2/24/2010,,US Dept of Housing and Urban Development,2/24/2005,HOME,,N
NL000094,1,31,7/1/1972,6/1/2012,,,Yes,,HUD - Active Section 236 Projects,8/29/2008,04SEP15:08:54:57,Sec 236(j)(1)/Lower Income Families,6/1/2012,,US Dept of Housing and Urban Development,7/1/1972,HUD-insured mortgage,,N
NL000094,2,31,2/1/2006,2/28/2008,DC39M000039,Below 80% FMR,No,800003708/DC39M000039,HUD/Multifamily Assistance and Section 8 Contracts,12/28/2007,31AUG15:18:10:28,Sec 8 loan management set-aside,2/28/2008,,US Dept of Housing and Urban Development,2/1/2006,Project-based section 8,800003708,U
NL000096,1,151,1/1/2004,1/1/2034,,,Yes,,HUD/LIHTC,9/22/2011,04SEP15:08:54:57,Low income housing tax credit,1/1/2019,,DC Dept of Housing and Community Development; DC Housing Finance Agency,1/1/2004,LIHTC,,N
NL000096,2,152,6/1/2004,6/1/2044,,,No,98036,HUD/Insured Multifamily Mortgages,1/31/2016,01MAR16:15:34:26,Sec 542(c) HFA Risk Sharing-Recent Comp,6/1/2044,,US Dept of Housing and Urban Development,7/1/2004,HUD-insured mortgage,5629,3/17/2010
NL000096,3,151,1/1/2005,1/1/2020,,,Yes,,DC/AFFPIPELINE,,04SEP15:08:54:57,Tax exempt bond,1/1/2020,,DC,1/1/2005,Tax exempt bond,,N
NL000096,4,151,11/1/2006,11/1/2011,,,Yes,,HUD/OCPD,3/31/2007,04SEP15:08:54:57,HOME,11/1/2011,,US Dept of Housing and Urban Development,11/1/2006,HOME,,N
NL000096,5,12,9/1/2015,10/31/2015,DC39E000022,Below 80% FMR,Yes,800003704/DC39E000022,HUD/Multifamily Assistance and Section 8 Contracts,1/29/2016,03FEB16:14:05:12,Sec 8 property disposition existing,10/31/2015,8/31/2015,US Dept of Housing and Urban Development,9/1/2007,Project-based section 8,800003704,N
NL000097,1,20,,,,,Yes,,DCHA Website,4/17/2007,04SEP15:08:54:57,Public housing,,,DC Housing Authority,,Public housing,,N
NL000098,1,17,11/3/2003,11/3/2018,,,No,,DC/AFFPIPELINE,,04SEP15:08:54:57,Tax exempt bond,11/3/2018,,DC,11/3/2003,Tax exempt bond,,U
NL000098,2,17,11/3/2003,11/3/2023,,,No,,DC/AFFPIPELINE,,04SEP15:08:54:57,Community development block grant,11/3/2023,,DC,11/3/2003,CDBG,,U
NL000099,1,77,1/1/2004,1/1/2034,,,Yes,,HUD/LIHTC,9/22/2011,04SEP15:08:54:57,Low income housing tax credit,1/1/2019,,DC Dept of Housing and Community Development; DC Housing Finance Agency,1/1/2004,LIHTC,,N
NL000101,1,79,3/8/2002,3/8/2032,,,Yes,,HUD/LIHTC,9/22/2011,04SEP15:08:54:57,Low income housing tax credit,3/8/2017,,DC Dept of Housing and Community Development; DC Housing Finance Agency,3/8/2002,LIHTC,,N
NL000101,2,80,4/1/2002,3/31/2022,DC390007009,Between 121% & 130% FMR,Yes,800000032/DC390007009,HUD/Multifamily Assistance and Section 8 Contracts,1/29/2016,03FEB16:14:05:12,Sec 8 new construction,3/31/2022,,US Dept of Housing and Urban Development,4/2/2002,Project-based section 8,800000032,N
NL000101,3,80,7/1/2002,7/1/2017,,,Yes,,DC/AFFPIPELINE,,04SEP15:08:54:57,Tax exempt bond,7/1/2017,,DC,7/1/2002,Tax exempt bond,,N
NL000102,1,112,,,,,Yes,,DC/HFAPIPELINE,1/2/2008,04SEP15:08:54:57,Tax exempt bond,,,DC,,Tax exempt bond,,N
NL000102,2,112,3/18/2005,3/18/2035,,,Yes,,HUD/LIHTC,9/22/2011,04SEP15:08:54:57,Low income housing tax credit,3/18/2020,,DC Dept of Housing and Community Development; DC Housing Finance Agency,3/18/2005,LIHTC,,N
NL000102,3,111,3/31/2005,3/30/2025,DC390001013,Between 141% & 160% FMR,Yes,800003709/DC390001013,HUD/Multifamily Assistance and Section 8 Contracts,1/29/2016,03FEB16:14:05:12,Sec 8 new construction,3/30/2025,,US Dept of Housing and Urban Development,3/31/2005,Project-based section 8,800003709,N
NL000103,1,205,2/1/2004,2/1/2019,,,Yes,,DC/AFFPIPELINE,,04SEP15:08:54:57,Tax exempt bond,2/1/2019,,DC,2/1/2004,Tax exempt bond,,N
NL000103,2,205,2/1/2004,2/1/2044,,,Yes,,DC/AFFPIPELINE,,04SEP15:08:54:57,DC housing production trust fund,2/1/2044,,DC,2/1/2004,DC housing production trust fund,,N
NL000103,3,205,5/1/2005,5/1/2040,,,Yes,98035,HUD/Insured Multifamily Mortgages,1/31/2016,01MAR16:15:34:26,Sec 542(c) HFA Risk Sharing-Recent Comp,5/1/2040,,US Dept of Housing and Urban Development,6/1/2005,HUD-insured mortgage,5829,N
NL000103,4,109,1/1/2007,12/31/2023,DC39M000022,Between 141% & 160% FMR,Yes,800218816/DC39M000022,HUD/Multifamily Assistance and Section 8 Contracts,1/29/2016,03FEB16:14:05:12,Sec 8 loan management set-aside,12/31/2023,,US Dept of Housing and Urban Development,1/1/2007,Project-based section 8,800218816,N
NL000103,5,96,1/1/2007,12/31/2023,DC39M000023,Between 141% & 160% FMR,Yes,800218816/DC39M000023,HUD/Multifamily Assistance and Section 8 Contracts,1/29/2016,03FEB16:14:05:12,Sec 8 loan management set-aside,12/31/2023,,US Dept of Housing and Urban Development,1/1/2007,Project-based section 8,800218816,N
NL000103,6,205,1/1/2007,1/1/2037,,,Yes,,HUD/LIHTC,2/16/2010,04SEP15:08:54:57,Low income housing tax credit,1/1/2022,,DC Dept of Housing and Community Development; DC Housing Finance Agency,1/1/2007,LIHTC,,N
NL000105,1,24,3/9/2006,9/8/2006,,,No,800003714/,HUD/Multifamily Assistance and Section 8 Contracts,8/5/2009,31AUG15:18:10:28,Sec 8 substantial rehabilitation,9/8/2006,,US Dept of Housing and Urban Development,3/9/2006,Project-based section 8,800003714,U
NL000106,1,,,,,,Yes,,DCHA Community Walk Map,1/8/2008,04SEP15:08:54:57,Public housing,,,DC Housing Authority,,Public housing,,N
NL000106,2,134,1/1/2006,1/1/2036,,,Yes,,HUD/LIHTC,2/16/2010,04SEP15:08:54:57,Low income housing tax credit,1/1/2021,,DC Dept of Housing and Community Development; DC Housing Finance Agency,1/1/2006,LIHTC,,N
NL000106,3,50,7/18/2006,7/18/2021,,,Yes,,HUD/OCPD,3/31/2007,04SEP15:08:54:57,HOME,7/18/2021,,US Dept of Housing and Urban Development,7/18/2006,HOME,,N
NL000109,1,549,1/1/2000,1/1/2015,,,Yes,,DC/AFFPIPELINE,,04SEP15:08:54:57,Tax exempt bond,1/1/2015,,DC,1/1/2000,Tax exempt bond,,N
NL000109,2,413,1/1/2000,1/1/2030,,,Yes,,HUD/LIHTC,9/22/2011,04SEP15:08:54:57,Low income housing tax credit,1/1/2015,,DC Dept of Housing and Community Development; DC Housing Finance Agency,1/1/2000,LIHTC,,N
NL000110,1,33,,,,,Yes,,DCFHA List from Jose at HUD Oct ’11,U,04SEP15:08:54:57,Low income housing tax credit,,,DC Dept of Housing and Community Development; DC Housing Finance Agency,,LIHTC,,N
NL000110,2,120,,,,,Yes,,DCHA Website,4/17/2007,04SEP15:08:54:57,Public housing,,,DC Housing Authority,,Public housing,,N
NL000111,1,187,10/1/2011,9/30/2031,DC390001010,Between 101% & 120% FMR,Yes,800003717/DC390001010,HUD/Multifamily Assistance and Section 8 Contracts,1/29/2016,03FEB16:14:05:12,Sec 8 new construction,9/30/2031,,US Dept of Housing and Urban Development,10/1/2006,Project-based section 8,800003717,N
NL000112,1,176,10/1/2010,9/30/2030,DC398023003,Between 101% & 120% FMR,Yes,800003715/DC398023003,HUD/Multifamily Assistance and Section 8 Contracts,1/29/2016,03FEB16:14:05:12,Sec 8 new construction,9/30/2030,,US Dept of Housing and Urban Development,2/12/1979,Project-based section 8,800003715,N
NL000113,1,304,11/1/2011,10/31/2031,DC398023020,Between 101% & 120% FMR,Yes,800003716/DC398023020,HUD/Multifamily Assistance and Section 8 Contracts,1/29/2016,03FEB16:14:05:12,Sec 8 new construction,10/31/2031,,US Dept of Housing and Urban Development,11/1/2006,Project-based section 8,800003716,N
NL000114,1,76,4/1/1974,4/1/2014,,,No,44104,HUD/Insured Multifamily Mortgages,1/31/2016,01MAR16:15:34:26,Sec 236(j)(1)/Lower Income Families,4/1/2014,,US Dept of Housing and Urban Development,5/1/1974,HUD-insured mortgage,10621,4/1/2014
NL000114,2,76,6/1/2015,5/31/2016,DC39L000078,Below 80% FMR,Yes,800003719/DC39L000078,HUD/Multifamily Assistance and Section 8 Contracts,1/29/2016,03FEB16:14:05:12,Sec 8 loan management set-aside,5/31/2016,5/31/2015,US Dept of Housing and Urban Development,8/1/2005,Project-based section 8,800003719,N
NL000115,1,13,,,,,Yes,,DCHA Document,2/1/2011,04SEP15:08:54:57,Public housing,,,DC Housing Authority,,Public housing,,N
NL000115,2,15,7/1/2006,7/1/2046,,,Yes,,DC/AFFPIPELINE,,04SEP15:08:54:57,DC housing production trust fund,7/1/2046,,DC,7/1/2006,DC housing production trust fund,,N
NL000116,1,100,4/28/2014,4/27/2019,DC39H001004,Between 101% & 120% FMR,Yes,800003720/DC39H001004,HUD/Multifamily Assistance and Section 8 Contracts,1/29/2016,03FEB16:14:05:12,Sec 8 housing finance agency new construction,4/27/2019,,US Dept of Housing and Urban Development,9/28/2003,Project-based section 8,800003720,N
NL000117,1,150,12/1/1980,11/30/2020,DC390009001,Between 80% & 100% FMR,Yes,800003721/DC390009001,HUD/Multifamily Assistance and Section 8 Contracts,1/29/2016,03FEB16:14:05:12,Sec 8 substantial rehabilitation,11/30/2020,,US Dept of Housing and Urban Development,12/1/1980,Project-based section 8,800003721,N
NL000117,2,152,4/1/1981,4/1/2021,,,No,35192,HUD/Insured Multifamily Mortgages,1/31/2016,01MAR16:15:34:26,Sec 221(d)(3) Mkt. Rate Moderate Inc/Disp Fams,4/1/2021,,US Dept of Housing and Urban Development,5/1/1981,HUD-insured mortgage,9425,3/29/2012
NL000117,3,152,4/1/2012,4/1/2047,,,Yes,11213,HUD/Insured Multifamily Mortgages,1/31/2016,01MAR16:15:34:26,Sec 207/223(f) Pur/Refin Hsg.,4/1/2047,,,,HUD-insured mortgage,9425,N
NL000119,1,136,3/1/2000,3/1/2015,,,Yes,,DC/AFFPIPELINE,,04SEP15:08:54:57,Tax exempt bond,3/1/2015,,DC,3/1/2000,Tax exempt bond,,N
NL000119,2,136,1/1/2001,1/1/2031,,,Yes,,HUD/LIHTC,4/30/2009,04SEP15:08:54:57,Low income housing tax credit,1/1/2016,,DC Dept of Housing and Community Development; DC Housing Finance Agency,1/1/2001,LIHTC,,N
NL000120,1,182,,,,,Yes,,DC/HSNGDAT,5/1/2008,04SEP15:08:54:57,DC housing production trust fund,,,DC,,DC housing production trust fund,,N
NL000120,2,40,2/1/1973,1/1/2023,,,Yes,,HUD - Active 202/811 Loans,10/1/2009,04SEP15:08:54:57,Sec 202 direct loan/elderly/pre-1974,1/1/2023,,US Dept of Housing and Urban Development,2/1/1973,Section 202/811,,N
NL000120,3,40,9/1/2015,8/31/2035,DC39M000054,Between 101% & 120% FMR,Yes,800003722/DC39M000054,HUD/Multifamily Assistance and Section 8 Contracts,1/29/2016,03FEB16:14:05:12,Sec 8 loan management set-aside,8/31/2035,8/31/2015,US Dept of Housing and Urban Development,10/1/2007,Project-based section 8,800003722,N
NL000120,4,180,9/1/2010,9/1/2045,,,Yes,11201,HUD/Insured Multifamily Mortgages,1/31/2016,01MAR16:15:34:26,Sec 207/223(f) Pur/Refin Hsg.,9/1/2045,,US Dept of Housing and Urban Development,10/1/2010,HUD-insured mortgage,19444,N
NL000121,1,123,,,,,Yes,,DCHA Document,10/1/2008,04SEP15:08:54:57,Public housing,,,DC Housing Authority,,Public housing,,N
NL000123,1,33,1/1/1990,1/1/2020,,,Yes,,HUD/LIHTC,9/22/2011,04SEP15:08:54:57,Low income housing tax credit,1/1/2005,,DC Dept of Housing and Community Development; DC Housing Finance Agency,1/1/1990,LIHTC,,N
NL000126,1,83,1/1/2006,1/1/2036,,,Yes,,HUD/LIHTC,2/16/2010,04SEP15:08:54:57,Low income housing tax credit,1/1/2021,,DC Dept of Housing and Community Development; DC Housing Finance Agency,1/1/2006,LIHTC,,N
NL000126,2,84,6/1/2006,5/31/2026,DC39K100003,Below 80% FMR,Yes,800024702/DC39K100003,HUD/Multifamily Assistance and Section 8 Contracts,1/29/2016,03FEB16:14:05:12,Sec 8 property disposition moderate rehabilitation,5/31/2026,,US Dept of Housing and Urban Development,6/1/2006,Project-based section 8,800024702,N
NL000126,3,84,3/1/2007,3/1/2022,,,Yes,,DC/AFFPIPELINE,,04SEP15:08:54:57,Tax exempt bond,3/1/2022,,DC,3/1/2007,Tax exempt bond,,N
NL000126,4,84,3/1/2007,3/1/2027,,,Yes,,DC/AFFPIPELINE,,04SEP15:08:54:57,Community development block grant,3/1/2027,,DC,3/1/2007,CDBG,,N
NL000127,1,94,9/1/1999,9/1/2014,,,Yes,,DC/AFFPIPELINE,,04SEP15:08:54:57,Tax exempt bond,9/1/2014,,DC,9/1/1999,Tax exempt bond,,N
NL000127,2,93,8/1/2004,7/31/2024,DC39H001002,Below 80% FMR,Yes,800003724/DC39H001002,HUD/Multifamily Assistance and Section 8 Contracts,1/29/2016,03FEB16:14:05:12,Sec 8 housing finance agency substantial rehabilitation,7/31/2024,,US Dept of Housing and Urban Development,8/1/2004,Project-based section 8,800003724,N
NL000127,3,94,6/1/2006,6/1/2036,,,Yes,97262,HUD/Insured Multifamily Mortgages,1/31/2016,01MAR16:15:34:26,Sec 542(b) QPE Risk Sharing-Existing,6/1/2036,,US Dept of Housing and Urban Development,7/1/2006,HUD-insured mortgage,832,N
NL000127,4,94,1/1/2007,1/1/2037,,,Yes,,HUD/LIHTC,2/16/2010,04SEP15:08:54:57,Low income housing tax credit,1/1/2022,,DC Dept of Housing and Community Development; DC Housing Finance Agency,1/1/2007,LIHTC,,N
NL000128,1,94,1/1/2000,1/1/2030,,,Yes,,HUD/LIHTC,9/22/2011,04SEP15:08:54:57,Low income housing tax credit,1/1/2015,,DC Dept of Housing and Community Development; DC Housing Finance Agency,1/1/2000,LIHTC,,N
NL000129,1,51,,,,,Yes,,DCHA Email,11/6/2008,04SEP15:08:54:57,Public housing,,,DC Housing Authority,,Public housing,,N
NL000130,1,228,,,,,Yes,,DCHA Email,11/6/2008,04SEP15:08:54:57,Public housing,,,DC Housing Authority,,Public housing,,N
NL000132,1,,,,,,No,,DCHA Document,7/1/1920,04SEP15:08:54:57,Public housing,,,DC Housing Authority,,Public housing,,U
NL000133,1,217,,,,,Yes,,DC/AFFPIPELINE,2/1/2008,04SEP15:08:54:57,Low income housing tax credit,,,DC Dept of Housing and Community Development; DC Housing Finance Agency,,LIHTC,,N
NL000133,2,217,,,,,Yes,,DC/AFFPIPELINE,2/1/2008,04SEP15:08:54:57,Tax exempt bond,,,DC,,Tax exempt bond,,N
NL000133,3,122,8/1/2014,7/31/2034,DC39M000033,Between 131% & 140% FMR,Yes,800003725/DC39M000033,HUD/Multifamily Assistance and Section 8 Contracts,1/29/2016,03FEB16:14:05:12,Sec 8 loan management set-aside,7/31/2034,,US Dept of Housing and Urban Development,8/1/2005,Project-based section 8,800003725,N
NL000133,4,219,1/1/2012,1/1/2052,,,Yes,35440,HUD/Insured Multifamily Mortgages,1/31/2016,01MAR16:15:34:26,Sec 221(d)(3) Mkt. Rate Moderate Inc/Disp Fams,1/1/2052,,US Dept of Housing and Urban Development,2/1/2012,HUD-insured mortgage,19242,N
NL000134,1,80,12/1/1971,6/1/2011,,,No,,HUD - Active Section 236 Projects,4/12/2006,04SEP15:08:54:57,Sec 236(j)(1)/Lower Income Families,6/1/2011,,US Dept of Housing and Urban Development,12/1/1971,HUD-insured mortgage,,U
NL000134,2,45,2/1/2005,1/31/2008,,,No,800003727/,HUD/Multifamily Assistance and Section 8 Contracts,8/5/2009,31AUG15:18:10:28,Sec 8 loan management set-aside,1/31/2008,,US Dept of Housing and Urban Development,2/1/2005,Project-based section 8,800003727,U
NL000135,1,45,10/1/2014,9/30/2019,DC39M000095,Between 101% & 120% FMR,Yes,800003728/DC39M000095,HUD/Multifamily Assistance and Section 8 Contracts,1/29/2016,03FEB16:14:05:12,Sec 8 loan management set-aside,9/30/2019,,US Dept of Housing and Urban Development,5/1/2006,Project-based section 8,800003728,N
NL000135,2,55,1/1/2010,1/1/2045,,,Yes,11199,HUD/Insured Multifamily Mortgages,1/31/2016,01MAR16:15:34:26,Sec 207/223(f) Pur/Refin Hsg.,1/1/2045,,US Dept of Housing and Urban Development,2/1/2010,HUD-insured mortgage,18413,N
NL000136,1,183,,,,,Yes,,DC/HFAPIPELINE,1/2/2008,04SEP15:08:54:57,HOME,,,DC,,HOME,,N
NL000136,2,183,1/1/2007,1/1/2037,,,Yes,,HUD/LIHTC,2/16/2010,04SEP15:08:54:57,Low income housing tax credit,1/1/2022,,DC Dept of Housing and Community Development; DC Housing Finance Agency,1/1/2007,LIHTC,,N
NL000136,3,184,8/1/2007,8/1/2022,,,Yes,,DC/AFFPIPELINE,,04SEP15:08:54:57,Tax exempt bond,8/1/2022,,DC,8/1/2007,Tax exempt bond,,N
NL000136,4,183,1/1/2008,12/31/2027,DC39L000010,Between 131% & 140% FMR,Yes,800003729/DC39L000010,HUD/Multifamily Assistance and Section 8 Contracts,1/29/2016,03FEB16:14:05:12,Sec 8 loan management set-aside,12/31/2027,,US Dept of Housing and Urban Development,8/1/2007,Project-based section 8,800003729,N
NL000136,5,184,8/1/2007,8/1/2047,,,Yes,,DC/AFFPIPELINE,,04SEP15:08:54:57,DC housing production trust fund,8/1/2047,,DC,8/1/2007,DC housing production trust fund,,N
NL000136,6,183,4/1/2008,4/1/2048,,,Yes,35442,HUD/Insured Multifamily Mortgages,1/31/2016,01MAR16:15:34:26,Sec 221(d)(4) Mkt. Rate Mod Inc/Disp Fams,4/1/2048,,US Dept of Housing and Urban Development,5/1/2008,HUD-insured mortgage,1630,N
NL000138,1,119,1/1/2003,1/1/2033,,,Yes,,HUD/LIHTC,9/22/2011,04SEP15:08:54:57,Low income housing tax credit,1/1/2018,,DC Dept of Housing and Community Development; DC Housing Finance Agency,1/1/2003,LIHTC,,N
NL000138,2,119,10/1/2003,10/1/2018,,,Yes,,DC/AFFPIPELINE,,04SEP15:08:54:57,Tax exempt bond,10/1/2018,,DC,10/1/2003,Tax exempt bond,,N
NL000138,3,119,10/1/2003,10/1/2023,,,Yes,,DC/AFFPIPELINE,,04SEP15:08:54:57,Community development block grant,10/1/2023,,DC,10/1/2003,CDBG,,N
NL000138,4,119,11/1/2004,11/1/2044,,,Yes,98031,HUD/Insured Multifamily Mortgages,1/31/2016,01MAR16:15:34:26,Sec 542(c) HFA Risk Sharing-Recent Comp,11/1/2044,,US Dept of Housing and Urban Development,12/1/2004,HUD-insured mortgage,6442,N
