nlihc_id,subsidy_id,units_assist,poa_start,poa_end,contract_number,rent_to_fmr_description,subsidy_active,subsidy_info_source_id,subsidy_info_source,subsidy_info_source_date,update_dtm,program,compl_end,poa_end_prev,agency,poa_start_orig,portfolio,subsidy_info_source_property,poa_end_actual
NL000076,1,36,,,,,Yes,,DC/AFFPIPELINE,2/1/2008,04SEP15:08:54:57,DC housing production trust fund,,,DC,,DC housing production trust fund,,N
NL000076,2,,,,,,Yes,,DC/AFFPIPELINE,,04SEP15:08:54:57,McKinney Vento Act loan,,,DC,,McKinney Vento,,N
NL000076,3,36,1997-11-01,2027-11-01,,,Yes,98010,HUD/Insured Multifamily Mortgages,1/31/2017,06MAR17:15:06:20,Sec 542(c) HFA Risk Sharing-Existing,2027-11-01,,US Dept of Housing and Urban Development,1997-12-01,HUD-insured mortgage,8420,N
NL000077,1,406,2002-01-01,2017-01-01,,,Yes,,DC/AFFPIPELINE,,04SEP15:08:54:57,Tax exempt bond,2017-01-01,,DC,2002-01-01,Tax exempt bond,,N
NL000077,2,406,2002-01-01,2022-12-31,DC39M000053,Between 141% & 160% FMR,Yes,800215755/DC39M000053,HUD/Multifamily Assistance and Section 8 Contracts,2/27/2017,06MAR17:15:08:39,Sec 8 loan management set-aside,2022-12-31,,US Dept of Housing and Urban Development,2002-01-01,Project-based section 8,800215755,N
NL000077,3,406,2002-01-01,2032-01-01,,,Yes,,HUD/LIHTC,9/22/2011,04SEP15:08:54:57,Low income housing tax credit,2017-01-01,,DC Dept of Housing and Community Development; DC Housing Finance Agency,2002-01-01,LIHTC,,N
NL000077,4,406,2003-05-01,2043-05-01,,,No,35392,HUD/Insured Multifamily Mortgages,1/31/2017,06MAR17:15:06:20,Sec 221(d)(4) Mkt. Rate Mod Inc/Disp Fams,2043-05-01,,US Dept of Housing and Urban Development,2003-06-01,HUD-insured mortgage,6625,10/31/2012
NL000078,1,23,,,,,Yes,,DCHA Website,4/17/2007,04SEP15:08:54:57,Public housing,,,DC Housing Authority,,Public housing,,N
NL000079,1,35,,,,,Yes,,DCHA Document,2/1/2011,04SEP15:08:54:57,Public housing,,,DC Housing Authority,,Public housing,,N
NL000080,1,170,2014-08-03,2034-08-02,DC390012007,Below 80% FMR,Yes,800003698/DC390012007,HUD/Multifamily Assistance and Section 8 Contracts,2/27/2017,06MAR17:15:08:39,Sec 8 property disposition substantial rehabilitation,2034-08-02,,US Dept of Housing and Urban Development,1983-08-03,Project-based section 8,800003698,N
NL000080,2,163,2000-03-01,2030-03-01,,,Yes,,HUD/LIHTC,9/22/2011,04SEP15:08:54:57,Low income housing tax credit,2015-03-01,,DC Dept of Housing and Community Development; DC Housing Finance Agency,2000-03-01,LIHTC,,N
NL000080,3,163,2000-04-01,2015-04-01,,,Yes,,DC/AFFPIPELINE,,04SEP15:08:54:57,Tax exempt bond,2015-04-01,,DC,2000-04-01,Tax exempt bond,,N
NL000080,4,163,2000-04-01,2036-11-01,,,No,35380,HUD/Insured Multifamily Mortgages,1/31/2017,06MAR17:15:06:20,Sec 223(a)(7)/221(d)(4) MKT Refi/Moderate Income,2036-11-01,,US Dept of Housing and Urban Development,2000-05-01,HUD-insured mortgage,7639,12/23/2015
NL000081,1,214,2004-10-01,2024-09-30,DC390017001,Below 80% FMR,Yes,800003699/DC390017001,HUD/Multifamily Assistance and Section 8 Contracts,2/27/2017,06MAR17:15:08:39,Sec 8 property disposition substantial rehabilitation,2024-09-30,,US Dept of Housing and Urban Development,2004-10-01,Project-based section 8,800003699,N
NL000081,2,214,2004-11-04,2019-11-04,,,Yes,,DCHFA,1/2/2008,04SEP15:08:54:57,Tax exempt bond,2019-11-04,,Other,2004-11-04,Tax exempt bond,,N
NL000081,3,214,2005-01-01,2035-01-01,,,Yes,,HUD/LIHTC,4/30/2009,04SEP15:08:54:57,Low income housing tax credit,2020-01-01,,DC Dept of Housing and Community Development; DC Housing Finance Agency,2005-01-01,LIHTC,,N
NL000082,1,149,1981-05-01,2021-04-01,,,Yes,,HUD - Active 202/811 Loans,10/8/2010,04SEP15:08:54:57,Sec 202/8 direct loan/elderly-handicapped,2021-04-01,,US Dept of Housing and Urban Development,1981-05-01,Section 202/811,,N
NL000082,2,149,2012-12-05,2032-12-04,DC392815201,Below 80% FMR,Yes,800003702/DC392815201,HUD/Multifamily Assistance and Section 8 Contracts,2/27/2017,06MAR17:15:08:39,Sec 202 new construction,2032-12-04,,US Dept of Housing and Urban Development,2012-12-05,Section 202/811,800003702,N
NL000083,1,185,2002-01-01,2032-01-01,,,Yes,,HUD/LIHTC,4/30/2009,04SEP15:08:54:57,Low income housing tax credit,2017-01-01,,DC Dept of Housing and Community Development; DC Housing Finance Agency,2002-01-01,LIHTC,,N
NL000083,2,182,2002-07-01,2017-07-01,,,Yes,,DC/AFFPIPELINE,,04SEP15:08:54:57,Tax exempt bond,2017-07-01,,DC,2002-07-01,Tax exempt bond,,N
NL000083,3,182,2002-07-01,2022-07-01,,,Yes,,DC/AFFPIPELINE,,04SEP15:08:54:57,Community development block grant,2022-07-01,,DC,2002-07-01,CDBG,,N
NL000083,4,182,2003-01-01,2043-01-01,,,No,98023,HUD/Insured Multifamily Mortgages,1/31/2017,06MAR17:15:06:20,Sec 542(c) HFA Risk Sharing-Existing,2043-01-01,,US Dept of Housing and Urban Development,2003-02-01,HUD-insured mortgage,7228,10/21/2013
NL000084,1,,,,,,Yes,,NLIHC Value-Added,10/1/2008,04SEP15:08:54:57,Sec 202/811 capital advance,,,Other,,Section 202/811,,N
NL000084,2,45,2016-04-01,2017-03-31,DC39S951003,Below 80% FMR,Yes,800053918/DC39S951003,HUD/Multifamily Assistance and Section 8 Contracts,2/27/2017,06MAR17:15:08:39,Sec 202 project rental assistance contract,2017-03-31,3/31/2016,US Dept of Housing and Urban Development,2004-04-01,Project rental assistance contract,800053918,N
NL000084,3,45,2005-05-10,2025-05-10,,,Yes,,HUD/OCPD,3/31/2007,04SEP15:08:54:57,HOME,2025-05-10,,US Dept of Housing and Urban Development,2005-05-10,HOME,,N
NL000085,1,61,,,,,Yes,,DC/HSNGDAT,5/1/2008,04SEP15:08:54:57,Community development block grant,,,DC,,CDBG,,N
NL000085,2,61,,,,,Yes,,DC/HSNGDAT,5/1/2008,04SEP15:08:54:57,Low income housing tax credit,,,DC Dept of Housing and Community Development; DC Housing Finance Agency,,LIHTC,,N
NL000085,3,61,,,,,Yes,,DC/HSNGDAT,5/1/2008,04SEP15:08:54:57,Tax exempt bond,,,DC,,Tax exempt bond,,N
NL000085,4,61,,,,,Yes,,DCHA Document,4/12/2016,10OCT16:14:09:26,Public housing,,,DCHA,,Public housing,,
NL000085,5,61,,,,,Yes,,DCHA Document,4/12/2016,10OCT16:14:09:26,HOPE VI,,,DCHA,,HOPE VI,,
NL000087,1,6,1995-01-01,2025-01-01,,,No,,HUD/LIHTC,3/3/2006,04SEP15:08:54:57,Low income housing tax credit,2010-01-01,,DC Dept of Housing and Community Development; DC Housing Finance Agency,1995-01-01,LIHTC,,U
NL000089,1,42,,,,,Yes,,DC/AFFPIPELINE,,04SEP15:08:54:57,Community development block grant,,,DC,,CDBG,,N
NL000089,2,42,1999-01-01,2029-01-01,,,Yes,,HUD/LIHTC,9/22/2011,04SEP15:08:54:57,Low income housing tax credit,2014-01-01,,DC Dept of Housing and Community Development; DC Housing Finance Agency,1999-01-01,LIHTC,,N
NL000091,1,114,2014-11-01,2034-10-31,DC39E000004,Between 101% & 120% FMR,Yes,800003705/DC39E000004,HUD/Multifamily Assistance and Section 8 Contracts,2/27/2017,06MAR17:15:08:39,Sec 8 property disposition existing,2034-10-31,,US Dept of Housing and Urban Development,1995-09-29,Project-based section 8,800003705,N
NL000091,2,26,2005-05-10,2015-05-10,,,Yes,,HUD/OCPD,3/31/2007,04SEP15:08:54:57,HOME,2015-05-10,,US Dept of Housing and Urban Development,2005-05-10,HOME,,N
NL000092,1,382,2002-01-01,2032-01-01,,,Yes,,HUD/LIHTC,9/22/2011,04SEP15:08:54:57,Low income housing tax credit,2017-01-01,,DC Dept of Housing and Community Development; DC Housing Finance Agency,2002-01-01,LIHTC,,N
NL000092,2,103,2002-02-01,2022-01-31,DC39M000031,Between 101% & 120% FMR,Yes,800003706/DC39M000031,HUD/Multifamily Assistance and Section 8 Contracts,2/27/2017,06MAR17:15:08:39,Sec 8 loan management set-aside,2022-01-31,,US Dept of Housing and Urban Development,2002-02-01,Project-based section 8,800003706,N
NL000092,3,258,2003-08-01,2043-08-01,,,No,35391,HUD/Insured Multifamily Mortgages,1/31/2017,06MAR17:15:06:20,Sec 221(d)(4) Mkt. Rate Mod Inc/Disp Fams,2043-08-01,,US Dept of Housing and Urban Development,2003-09-01,HUD-insured mortgage,6623,5/15/2014
NL000093,1,6,2005-02-24,2010-02-24,,,Yes,,HUD/OCPD,3/31/2007,04SEP15:08:54:57,HOME,2010-02-24,,US Dept of Housing and Urban Development,2005-02-24,HOME,,N
NL000094,1,31,1972-07-01,2012-06-01,,,Yes,,HUD - Active Section 236 Projects,8/29/2008,04SEP15:08:54:57,Sec 236(j)(1)/Lower Income Families,2012-06-01,,US Dept of Housing and Urban Development,1972-07-01,HUD-insured mortgage,,N
NL000094,2,31,2006-02-01,2008-02-28,DC39M000039,Below 80% FMR,No,800003708/DC39M000039,HUD/Multifamily Assistance and Section 8 Contracts,12/28/2007,31AUG15:18:10:28,Sec 8 loan management set-aside,2008-02-28,,US Dept of Housing and Urban Development,2006-02-01,Project-based section 8,800003708,U
NL000096,1,151,2004-01-01,2034-01-01,,,Yes,,HUD/LIHTC,9/22/2011,04SEP15:08:54:57,Low income housing tax credit,2019-01-01,,DC Dept of Housing and Community Development; DC Housing Finance Agency,2004-01-01,LIHTC,,N
NL000096,2,152,2004-06-01,2044-06-01,,,No,98036,HUD/Insured Multifamily Mortgages,1/31/2017,06MAR17:15:06:20,Sec 542(c) HFA Risk Sharing-Recent Comp,2044-06-01,,US Dept of Housing and Urban Development,2004-07-01,HUD-insured mortgage,5629,3/17/2010
NL000096,3,151,2005-01-01,2020-01-01,,,Yes,,DC/AFFPIPELINE,,04SEP15:08:54:57,Tax exempt bond,2020-01-01,,DC,2005-01-01,Tax exempt bond,,N
NL000096,4,151,2006-11-01,2011-11-01,,,Yes,,HUD/OCPD,3/31/2007,04SEP15:08:54:57,HOME,2011-11-01,,US Dept of Housing and Urban Development,2006-11-01,HOME,,N
NL000096,5,12,2016-11-01,2017-10-31,DC39E000022,Below 80% FMR,Yes,800003704/DC39E000022,HUD/Multifamily Assistance and Section 8 Contracts,2/27/2017,06MAR17:15:08:39,Sec 8 property disposition existing,2017-10-31,10/31/2016,US Dept of Housing and Urban Development,2007-09-01,Project-based section 8,800003704,N
NL000097,1,20,,,,,Yes,,DCHA Website,4/17/2007,04SEP15:08:54:57,Public housing,,,DC Housing Authority,,Public housing,,N
NL000098,1,17,2003-11-03,2018-11-03,,,No,,DC/AFFPIPELINE,,04SEP15:08:54:57,Tax exempt bond,2018-11-03,,DC,2003-11-03,Tax exempt bond,,U
NL000098,2,17,2003-11-03,2023-11-03,,,No,,DC/AFFPIPELINE,,04SEP15:08:54:57,Community development block grant,2023-11-03,,DC,2003-11-03,CDBG,,U
NL000099,1,77,2004-01-01,2034-01-01,,,Yes,,HUD/LIHTC,9/22/2011,04SEP15:08:54:57,Low income housing tax credit,2019-01-01,,DC Dept of Housing and Community Development; DC Housing Finance Agency,2004-01-01,LIHTC,,N
NL000101,1,79,2002-03-08,2032-03-08,,,Yes,,HUD/LIHTC,9/22/2011,04SEP15:08:54:57,Low income housing tax credit,2017-03-08,,DC Dept of Housing and Community Development; DC Housing Finance Agency,2002-03-08,LIHTC,,N
NL000101,2,80,2002-04-01,2022-03-31,DC390007009,Between 101% & 120% FMR,Yes,800000032/DC390007009,HUD/Multifamily Assistance and Section 8 Contracts,2/27/2017,06MAR17:15:08:39,Sec 8 new construction,2022-03-31,,US Dept of Housing and Urban Development,2002-04-02,Project-based section 8,800000032,N
NL000101,3,80,2002-07-01,2017-07-01,,,Yes,,DC/AFFPIPELINE,,04SEP15:08:54:57,Tax exempt bond,2017-07-01,,DC,2002-07-01,Tax exempt bond,,N
NL000102,1,112,,,,,Yes,,DC/HFAPIPELINE,1/2/2008,04SEP15:08:54:57,Tax exempt bond,,,DC,,Tax exempt bond,,N
NL000102,2,112,2005-03-18,2035-03-18,,,Yes,,HUD/LIHTC,9/22/2011,04SEP15:08:54:57,Low income housing tax credit,2020-03-18,,DC Dept of Housing and Community Development; DC Housing Finance Agency,2005-03-18,LIHTC,,N
NL000102,3,111,2005-03-31,2025-03-30,DC390001013,Between 121% & 130% FMR,Yes,800003709/DC390001013,HUD/Multifamily Assistance and Section 8 Contracts,2/27/2017,06MAR17:15:08:39,Sec 8 new construction,2025-03-30,,US Dept of Housing and Urban Development,2005-03-31,Project-based section 8,800003709,N
NL000103,1,205,2004-02-01,2019-02-01,,,Yes,,DC/AFFPIPELINE,,04SEP15:08:54:57,Tax exempt bond,2019-02-01,,DC,2004-02-01,Tax exempt bond,,N
NL000103,2,205,2004-02-01,2044-02-01,,,Yes,,DC/AFFPIPELINE,,04SEP15:08:54:57,DC housing production trust fund,2044-02-01,,DC,2004-02-01,DC housing production trust fund,,N
NL000103,3,205,2005-05-01,2040-05-01,,,Yes,98035,HUD/Insured Multifamily Mortgages,1/31/2017,06MAR17:15:06:20,Sec 542(c) HFA Risk Sharing-Recent Comp,2040-05-01,,US Dept of Housing and Urban Development,2005-06-01,HUD-insured mortgage,5829,N
NL000103,4,109,2007-01-01,2023-12-31,DC39M000022,Between 131% & 140% FMR,Yes,800218816/DC39M000022,HUD/Multifamily Assistance and Section 8 Contracts,2/27/2017,06MAR17:15:08:39,Sec 8 loan management set-aside,2023-12-31,,US Dept of Housing and Urban Development,2007-01-01,Project-based section 8,800218816,N
NL000103,5,96,2007-01-01,2023-12-31,DC39M000023,Between 131% & 140% FMR,Yes,800218816/DC39M000023,HUD/Multifamily Assistance and Section 8 Contracts,2/27/2017,06MAR17:15:08:39,Sec 8 loan management set-aside,2023-12-31,,US Dept of Housing and Urban Development,2007-01-01,Project-based section 8,800218816,N
NL000103,6,205,2007-01-01,2037-01-01,,,Yes,,HUD/LIHTC,2/16/2010,04SEP15:08:54:57,Low income housing tax credit,2022-01-01,,DC Dept of Housing and Community Development; DC Housing Finance Agency,2007-01-01,LIHTC,,N
NL000105,1,24,2006-03-09,2006-09-08,,,No,800003714/,HUD/Multifamily Assistance and Section 8 Contracts,8/5/2009,31AUG15:18:10:28,Sec 8 substantial rehabilitation,2006-09-08,,US Dept of Housing and Urban Development,2006-03-09,Project-based section 8,800003714,U
NL000106,1,,,,,,Yes,,DCHA Community Walk Map,1/8/2008,04SEP15:08:54:57,Public housing,,,DC Housing Authority,,Public housing,,N
NL000106,2,134,2006-01-01,2036-01-01,,,Yes,,HUD/LIHTC,2/16/2010,04SEP15:08:54:57,Low income housing tax credit,2021-01-01,,DC Dept of Housing and Community Development; DC Housing Finance Agency,2006-01-01,LIHTC,,N
NL000106,3,50,2006-07-18,2021-07-18,,,Yes,,HUD/OCPD,3/31/2007,04SEP15:08:54:57,HOME,2021-07-18,,US Dept of Housing and Urban Development,2006-07-18,HOME,,N
NL000109,1,549,2000-01-01,2015-01-01,,,Yes,,DC/AFFPIPELINE,,04SEP15:08:54:57,Tax exempt bond,2015-01-01,,DC,2000-01-01,Tax exempt bond,,N
NL000109,2,413,2000-01-01,2030-01-01,,,Yes,,HUD/LIHTC,9/22/2011,04SEP15:08:54:57,Low income housing tax credit,2015-01-01,,DC Dept of Housing and Community Development; DC Housing Finance Agency,2000-01-01,LIHTC,,N
NL000110,1,120,,,,,Yes,,DCHA Website,4/17/2007,04SEP15:08:54:57,Public housing,,,DC Housing Authority,,Public housing,,N
NL000111,1,187,2011-10-01,2031-09-30,DC390001010,Between 80% & 100% FMR,Yes,800003717/DC390001010,HUD/Multifamily Assistance and Section 8 Contracts,2/27/2017,06MAR17:15:08:39,Sec 8 new construction,2031-09-30,,US Dept of Housing and Urban Development,2006-10-01,Project-based section 8,800003717,N
NL000112,1,176,2010-10-01,2030-09-30,DC398023003,Between 80% & 100% FMR,Yes,800003715/DC398023003,HUD/Multifamily Assistance and Section 8 Contracts,2/27/2017,06MAR17:15:08:39,Sec 8 new construction,2030-09-30,,US Dept of Housing and Urban Development,1979-02-12,Project-based section 8,800003715,N
NL000113,1,304,2011-11-01,2031-10-31,DC398023020,Between 80% & 100% FMR,Yes,800003716/DC398023020,HUD/Multifamily Assistance and Section 8 Contracts,2/27/2017,06MAR17:15:08:39,Sec 8 new construction,2031-10-31,,US Dept of Housing and Urban Development,2006-11-01,Project-based section 8,800003716,N
NL000114,1,76,1974-04-01,2014-04-01,,,No,44104,HUD/Insured Multifamily Mortgages,1/31/2017,06MAR17:15:06:20,Sec 236(j)(1)/Lower Income Families,2014-04-01,,US Dept of Housing and Urban Development,1974-05-01,HUD-insured mortgage,10621,4/1/2014
NL000114,2,76,2016-06-01,2020-05-31,DC39L000078,Below 80% FMR,Yes,800003719/DC39L000078,HUD/Multifamily Assistance and Section 8 Contracts,2/27/2017,06MAR17:15:08:39,Sec 8 loan management set-aside,2020-05-31,5/31/2016,US Dept of Housing and Urban Development,2005-08-01,Project-based section 8,800003719,N
NL000115,1,13,,,,,Yes,,DCHA Document,2/1/2011,04SEP15:08:54:57,Public housing,,,DC Housing Authority,,Public housing,,N
NL000115,2,15,2006-07-01,2046-07-01,,,Yes,,DC/AFFPIPELINE,,04SEP15:08:54:57,DC housing production trust fund,2046-07-01,,DC,2006-07-01,DC housing production trust fund,,N
NL000116,1,100,2014-04-28,2019-04-27,DC39H001004,Between 80% & 100% FMR,Yes,800003720/DC39H001004,HUD/Multifamily Assistance and Section 8 Contracts,2/27/2017,06MAR17:15:08:39,Sec 8 housing finance agency new construction,2019-04-27,,US Dept of Housing and Urban Development,2003-09-28,Project-based section 8,800003720,N
NL000117,1,150,1980-12-01,2020-11-30,DC390009001,Below 80% FMR,Yes,800003721/DC390009001,HUD/Multifamily Assistance and Section 8 Contracts,2/27/2017,06MAR17:15:08:39,Sec 8 substantial rehabilitation,2020-11-30,,US Dept of Housing and Urban Development,1980-12-01,Project-based section 8,800003721,N
NL000117,2,152,1981-04-01,2021-04-01,,,No,35192,HUD/Insured Multifamily Mortgages,1/31/2017,06MAR17:15:06:20,Sec 221(d)(3) Mkt. Rate Moderate Inc/Disp Fams,2021-04-01,,US Dept of Housing and Urban Development,1981-05-01,HUD-insured mortgage,9425,3/29/2012
NL000117,3,152,2012-04-01,2047-04-01,,,Yes,11213,HUD/Insured Multifamily Mortgages,1/31/2017,06MAR17:15:06:20,Sec 207/223(f) Pur/Refin Hsg.,2047-04-01,,,,HUD-insured mortgage,9425,N
NL000119,1,136,2000-03-01,2015-03-01,,,Yes,,DC/AFFPIPELINE,,04SEP15:08:54:57,Tax exempt bond,2015-03-01,,DC,2000-03-01,Tax exempt bond,,N
NL000119,2,136,2001-01-01,2031-01-01,,,Yes,,HUD/LIHTC,4/30/2009,04SEP15:08:54:57,Low income housing tax credit,2016-01-01,,DC Dept of Housing and Community Development; DC Housing Finance Agency,2001-01-01,LIHTC,,N
NL000120,1,182,,,,,Yes,,DC/HSNGDAT,5/1/2008,04SEP15:08:54:57,DC housing production trust fund,,,DC,,DC housing production trust fund,,N
NL000120,2,40,1973-02-01,2023-01-01,,,Yes,,HUD - Active 202/811 Loans,10/1/2009,04SEP15:08:54:57,Sec 202 direct loan/elderly/pre-1974,2023-01-01,,US Dept of Housing and Urban Development,1973-02-01,Section 202/811,,N
NL000120,3,40,2015-09-01,2035-08-31,DC39M000054,Between 80% & 100% FMR,Yes,800003722/DC39M000054,HUD/Multifamily Assistance and Section 8 Contracts,2/27/2017,06MAR17:15:08:39,Sec 8 loan management set-aside,2035-08-31,8/31/2015,US Dept of Housing and Urban Development,2007-10-01,Project-based section 8,800003722,N
NL000120,4,180,2010-09-01,2045-09-01,,,Yes,11201,HUD/Insured Multifamily Mortgages,1/31/2017,06MAR17:15:06:20,Sec 207/223(f) Pur/Refin Hsg.,2045-09-01,,US Dept of Housing and Urban Development,2010-10-01,HUD-insured mortgage,19444,N
NL000121,1,123,,,,,Yes,,DCHA Document,10/1/2008,04SEP15:08:54:57,Public housing,,,DC Housing Authority,,Public housing,,N
NL000123,1,33,1990-01-01,2020-01-01,,,Yes,,HUD/LIHTC,9/22/2011,04SEP15:08:54:57,Low income housing tax credit,2005-01-01,,DC Dept of Housing and Community Development; DC Housing Finance Agency,1990-01-01,LIHTC,,N
NL000126,1,83,2006-01-01,2036-01-01,,,Yes,,HUD/LIHTC,2/16/2010,04SEP15:08:54:57,Low income housing tax credit,2021-01-01,,DC Dept of Housing and Community Development; DC Housing Finance Agency,2006-01-01,LIHTC,,N
NL000126,2,84,2006-06-01,2026-05-31,DC39K100003,Below 80% FMR,Yes,800024702/DC39K100003,HUD/Multifamily Assistance and Section 8 Contracts,2/27/2017,06MAR17:15:08:39,Sec 8 property disposition moderate rehabilitation,2026-05-31,,US Dept of Housing and Urban Development,2006-06-01,Project-based section 8,800024702,N
NL000126,3,84,2007-03-01,2022-03-01,,,Yes,,DC/AFFPIPELINE,,04SEP15:08:54:57,Tax exempt bond,2022-03-01,,DC,2007-03-01,Tax exempt bond,,N
NL000126,4,84,2007-03-01,2027-03-01,,,Yes,,DC/AFFPIPELINE,,04SEP15:08:54:57,Community development block grant,2027-03-01,,DC,2007-03-01,CDBG,,N
NL000127,1,94,1999-09-01,2014-09-01,,,Yes,,DC/AFFPIPELINE,,04SEP15:08:54:57,Tax exempt bond,2014-09-01,,DC,1999-09-01,Tax exempt bond,,N
NL000127,2,93,2004-08-01,2024-07-31,DC39H001002,Below 80% FMR,Yes,800003724/DC39H001002,HUD/Multifamily Assistance and Section 8 Contracts,2/27/2017,06MAR17:15:08:39,Sec 8 housing finance agency substantial rehabilitation,2024-07-31,,US Dept of Housing and Urban Development,2004-08-01,Project-based section 8,800003724,N
NL000127,3,94,2006-06-01,2036-06-01,,,Yes,97262,HUD/Insured Multifamily Mortgages,1/31/2017,06MAR17:15:06:20,Sec 542(b) QPE Risk Sharing-Existing,2036-06-01,,US Dept of Housing and Urban Development,2006-07-01,HUD-insured mortgage,832,N
NL000127,4,94,2007-01-01,2037-01-01,,,Yes,,HUD/LIHTC,2/16/2010,04SEP15:08:54:57,Low income housing tax credit,2022-01-01,,DC Dept of Housing and Community Development; DC Housing Finance Agency,2007-01-01,LIHTC,,N
NL000128,1,94,2000-01-01,2030-01-01,,,Yes,,HUD/LIHTC,9/22/2011,04SEP15:08:54:57,Low income housing tax credit,2015-01-01,,DC Dept of Housing and Community Development; DC Housing Finance Agency,2000-01-01,LIHTC,,N
NL000129,1,51,,,,,Yes,,DCHA Email,11/6/2008,04SEP15:08:54:57,Public housing,,,DC Housing Authority,,Public housing,,N
NL000130,1,228,,,,,Yes,,DCHA Email,11/6/2008,04SEP15:08:54:57,Public housing,,,DC Housing Authority,,Public housing,,N
NL000132,1,,,,,,No,,DCHA Document,7/1/1920,04SEP15:08:54:57,Public housing,,,DC Housing Authority,,Public housing,,U
NL000133,1,217,,,,,Yes,,DC/AFFPIPELINE,2/1/2008,04SEP15:08:54:57,Low income housing tax credit,,,DC Dept of Housing and Community Development; DC Housing Finance Agency,,LIHTC,,N
NL000133,2,217,,,,,Yes,,DC/AFFPIPELINE,2/1/2008,04SEP15:08:54:57,Tax exempt bond,,,DC,,Tax exempt bond,,N
NL000133,3,20,,,.,.,Yes,.,DCHA Document,4/12/2016,10OCT16:14:09:26,Project-based vouchers,,,DCHA,,Project-based vouchers,.,N
NL000133,4,219,2012-01-01,2052-01-01,,,Yes,35440,HUD/Insured Multifamily Mortgages,1/31/2017,06MAR17:15:06:20,Sec 221(d)(3) Mkt. Rate Moderate Inc/Disp Fams,2052-01-01,,US Dept of Housing and Urban Development,2012-02-01,HUD-insured mortgage,19242,N
NL000133,5,53,,,,,Yes,,DCHA Document,4/12/2016,10OCT16:14:09:26,Public housing,,,DCHA,,Public housing,,
NL000134,1,80,1971-12-01,2011-06-01,,,No,,HUD - Active Section 236 Projects,4/12/2006,04SEP15:08:54:57,Sec 236(j)(1)/Lower Income Families,2011-06-01,,US Dept of Housing and Urban Development,1971-12-01,HUD-insured mortgage,,U
NL000134,2,45,2005-02-01,2008-01-31,,,No,800003727/,HUD/Multifamily Assistance and Section 8 Contracts,8/5/2009,31AUG15:18:10:28,Sec 8 loan management set-aside,2008-01-31,,US Dept of Housing and Urban Development,2005-02-01,Project-based section 8,800003727,U
NL000135,1,45,2014-10-01,2019-09-30,DC39M000095,Between 80% & 100% FMR,Yes,800003728/DC39M000095,HUD/Multifamily Assistance and Section 8 Contracts,2/27/2017,06MAR17:15:08:39,Sec 8 loan management set-aside,2019-09-30,,US Dept of Housing and Urban Development,2006-05-01,Project-based section 8,800003728,N
NL000135,2,55,2010-01-01,2045-01-01,,,Yes,11199,HUD/Insured Multifamily Mortgages,1/31/2017,06MAR17:15:06:20,Sec 207/223(f) Pur/Refin Hsg.,2045-01-01,,US Dept of Housing and Urban Development,2010-02-01,HUD-insured mortgage,18413,N
NL000136,1,183,,,,,Yes,,DC/HFAPIPELINE,1/2/2008,04SEP15:08:54:57,HOME,,,DC,,HOME,,N
NL000136,2,183,2007-01-01,2037-01-01,,,Yes,,HUD/LIHTC,2/16/2010,04SEP15:08:54:57,Low income housing tax credit,2022-01-01,,DC Dept of Housing and Community Development; DC Housing Finance Agency,2007-01-01,LIHTC,,N
NL000136,3,184,2007-08-01,2022-08-01,,,Yes,,DC/AFFPIPELINE,,04SEP15:08:54:57,Tax exempt bond,2022-08-01,,DC,2007-08-01,Tax exempt bond,,N
NL000136,4,183,2008-01-01,2027-12-31,DC39L000010,Below 80% FMR,Yes,800003729/DC39L000010,HUD/Multifamily Assistance and Section 8 Contracts,2/27/2017,06MAR17:15:08:39,Sec 8 loan management set-aside,2027-12-31,,US Dept of Housing and Urban Development,2007-08-01,Project-based section 8,800003729,N
NL000136,5,184,2007-08-01,2047-08-01,,,Yes,,DC/AFFPIPELINE,,04SEP15:08:54:57,DC housing production trust fund,2047-08-01,,DC,2007-08-01,DC housing production trust fund,,N
NL000136,6,183,2008-04-01,2048-04-01,,,Yes,35442,HUD/Insured Multifamily Mortgages,1/31/2017,06MAR17:15:06:20,Sec 221(d)(4) Mkt. Rate Mod Inc/Disp Fams,2048-04-01,,US Dept of Housing and Urban Development,2008-05-01,HUD-insured mortgage,1630,N
NL000138,1,119,2003-01-01,2033-01-01,,,Yes,,HUD/LIHTC,9/22/2011,04SEP15:08:54:57,Low income housing tax credit,2018-01-01,,DC Dept of Housing and Community Development; DC Housing Finance Agency,2003-01-01,LIHTC,,N
NL000138,2,119,2003-10-01,2018-10-01,,,Yes,,DC/AFFPIPELINE,,04SEP15:08:54:57,Tax exempt bond,2018-10-01,,DC,2003-10-01,Tax exempt bond,,N
NL000138,3,119,2003-10-01,2023-10-01,,,Yes,,DC/AFFPIPELINE,,04SEP15:08:54:57,Community development block grant,2023-10-01,,DC,2003-10-01,CDBG,,N
NL000138,4,119,2004-11-01,2044-11-01,,,No,98031,HUD/Insured Multifamily Mortgages,1/31/2017,06MAR17:15:06:20,Sec 542(c) HFA Risk Sharing-Recent Comp,2044-11-01,,US Dept of Housing and Urban Development,2004-12-01,HUD-insured mortgage,6442,12/2/2016
NL000139,1,8,2005-03-31,2015-03-31,,,Yes,,HUD/OCPD,3/31/2007,04SEP15:08:54:57,HOME,2015-03-31,,US Dept of Housing and Urban Development,2005-03-31,HOME,,N
